payment_id,scenario,expected_status,expected_reason,status,reason,confidence,state,payment_evidence,settlement_evidence,bank_evidence,match_method,settlement_id,bank_transaction_id,expected_net_amount,recorded_settlement_amount,bank_credit_amount,human_review_required,human_review_reason,expected_core_status,predicted_core_status,core_correct,expected_diagnosis,predicted_diagnosis,diagnosis_correct
PAY100164,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500164,BANK900164,11858.4,11858.4,11858.4,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100165,FEE_TAX_DIFFERENCE,EXCEPTION,Settlement is lower than expected net after configured fee and tax.,EXCEPTION,"Settlement amount mismatch. Expected ₹8399.70, recorded ₹8249.70.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500165,BANK900165,8399.7,8249.7,8249.7,False,,EXCEPTION,EXCEPTION,True,FEE_TAX_DIFFERENCE,FEE_TAX_DIFFERENCE,True
PAY100166,FEE_TAX_DIFFERENCE,EXCEPTION,Settlement is lower than expected net after configured fee and tax.,EXCEPTION,"Settlement amount mismatch. Expected ₹98820.00, recorded ₹98720.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500166,BANK900166,98820.0,98720.0,98720.0,False,,EXCEPTION,EXCEPTION,True,FEE_TAX_DIFFERENCE,FEE_TAX_DIFFERENCE,True
PAY100167,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500167,BANK900167,98230.0,98230.0,98230.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100168,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500168,BANK900168,8349.55,8349.55,8349.55,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100169,MISSING_BANK_CREDIT,EXCEPTION,Settlement exists but no bank credit exists.,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500169,,98230.0,98230.0,,False,,EXCEPTION,EXCEPTION,True,MISSING_BANK_CREDIT,MISSING_BANK_CREDIT,True
PAY100170,MISSING_BANK_CREDIT,EXCEPTION,Settlement exists but no bank credit exists.,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500170,,49410.0,49410.0,,False,,EXCEPTION,EXCEPTION,True,MISSING_BANK_CREDIT,MISSING_BANK_CREDIT,True
PAY100171,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500171,BANK900171,24705.0,24705.0,24705.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100172,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500172,BANK900172,98230.0,98230.0,98230.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100173,DUPLICATE,EXCEPTION,Duplicate payment record.,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,,EXCEPTION,EXCEPTION,True,DUPLICATE,DUPLICATE,True
PAY100174,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500174,BANK900174,2455.75,2455.75,2455.75,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100175,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500175,BANK900175,74115.0,74115.0,74115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100176,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500176,BANK900176,74115.0,74115.0,74115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100177,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500177,BANK900177,1185.84,1185.84,1185.84,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100178,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500178,BANK900178,494.1,494.1,494.1,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100179,MISSING_BANK_CREDIT,EXCEPTION,Settlement exists but no bank credit exists.,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500179,,2455.75,2455.75,,False,,EXCEPTION,EXCEPTION,True,MISSING_BANK_CREDIT,MISSING_BANK_CREDIT,True
PAY100180,SETTLEMENT_DELAY,EXCEPTION,Settlement occurred outside the configured settlement window.,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500180,BANK900180,4941.0,4941.0,4941.0,False,,EXCEPTION,EXCEPTION,True,SETTLEMENT_DELAY,SETTLEMENT_DELAY,True
PAY100181,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500181,BANK900181,74115.0,74115.0,74115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100182,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500182,BANK900182,494.1,494.1,494.1,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100183,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500183,BANK900183,11858.4,11858.4,11858.4,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100184,SETTLEMENT_DELAY,EXCEPTION,Settlement occurred outside the configured settlement window.,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500184,BANK900184,2470.5,2470.5,2470.5,False,,EXCEPTION,EXCEPTION,True,SETTLEMENT_DELAY,SETTLEMENT_DELAY,True
PAY100185,DUPLICATE,EXCEPTION,Duplicate payment record.,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,,EXCEPTION,EXCEPTION,True,DUPLICATE,DUPLICATE,True
PAY100186,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500186,BANK900186,11858.4,11858.4,11858.4,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100187,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500187,BANK900187,4911.5,4911.5,4911.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100188,AMOUNT_MISMATCH,EXCEPTION,Settlement amount differs from expected net without a valid adjustment.,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹10858.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500188,BANK900188,11858.4,10858.4,10858.4,False,,EXCEPTION,EXCEPTION,True,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
PAY100189,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500189,BANK900189,24557.5,24557.5,24557.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100190,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500190,BANK900190,73672.5,73672.5,73672.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100191,FEE_TAX_DIFFERENCE,EXCEPTION,Settlement is lower than expected net after configured fee and tax.,EXCEPTION,"Settlement amount mismatch. Expected ₹24557.50, recorded ₹24507.50.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500191,BANK900191,24557.5,24507.5,24507.5,False,,EXCEPTION,EXCEPTION,True,FEE_TAX_DIFFERENCE,FEE_TAX_DIFFERENCE,True
PAY100192,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500192,BANK900192,11787.6,11787.6,11787.6,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100193,FEE_TAX_DIFFERENCE,EXCEPTION,Settlement is lower than expected net after configured fee and tax.,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹11708.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500193,BANK900193,11858.4,11708.4,11708.4,False,,EXCEPTION,EXCEPTION,True,FEE_TAX_DIFFERENCE,FEE_TAX_DIFFERENCE,True
PAY100194,SETTLEMENT_DELAY,EXCEPTION,Settlement occurred outside the configured settlement window.,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500194,BANK900194,8399.7,8399.7,8399.7,False,,EXCEPTION,EXCEPTION,True,SETTLEMENT_DELAY,SETTLEMENT_DELAY,True
PAY100195,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500195,BANK900195,494.1,494.1,494.1,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100196,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500196,BANK900196,49410.0,49410.0,49410.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100197,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500197,BANK900197,4941.0,4941.0,4941.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100198,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500198,BANK900198,24705.0,24705.0,24705.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100199,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500199,BANK900199,98820.0,98820.0,98820.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100200,DUPLICATE,EXCEPTION,Duplicate payment record.,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,,EXCEPTION,EXCEPTION,True,DUPLICATE,DUPLICATE,True
PAY100201,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500201,BANK900201,741.15,741.15,741.15,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100202,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500202,BANK900202,11858.4,11858.4,11858.4,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100203,MISSING_BANK_CREDIT,EXCEPTION,Settlement exists but no bank credit exists.,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500203,,8399.7,8399.7,,False,,EXCEPTION,EXCEPTION,True,MISSING_BANK_CREDIT,MISSING_BANK_CREDIT,True
PAY100204,AMBIGUOUS_UNRESOLVED,UNRESOLVED,Insufficient evidence to uniquely resolve the transaction.,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.,UNRESOLVED,UNRESOLVED,True,UNRESOLVED,UNRESOLVED,True
PAY100205,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500205,BANK900205,4941.0,4941.0,4941.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100206,AMBIGUOUS_UNRESOLVED,UNRESOLVED,Insufficient evidence to uniquely resolve the transaction.,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.,UNRESOLVED,UNRESOLVED,True,UNRESOLVED,UNRESOLVED,True
PAY100207,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500207,BANK900207,736.73,736.73,736.73,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100208,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500208,BANK900208,4941.0,4941.0,4941.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100209,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500209,BANK900209,2470.5,2470.5,2470.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100210,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500210,BANK900210,24705.0,24705.0,24705.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100211,MISSING_SETTLEMENT,EXCEPTION,No settlement record exists for successful payment.,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,,EXCEPTION,EXCEPTION,True,MISSING_SETTLEMENT,MISSING_SETTLEMENT,True
PAY100212,MISSING_BANK_CREDIT,EXCEPTION,Settlement exists but no bank credit exists.,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500212,,741.15,741.15,,False,,EXCEPTION,EXCEPTION,True,MISSING_BANK_CREDIT,MISSING_BANK_CREDIT,True
PAY100213,PARTIAL_SETTLEMENT,EXCEPTION,Settlement amount is materially lower than expected net amount.,EXCEPTION,"Partial settlement detected. Expected ₹1185.84, received ₹592.92.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500213,BANK900213,1185.84,592.92,592.92,False,,EXCEPTION,EXCEPTION,True,PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT,True
PAY100214,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500214,BANK900214,74115.0,74115.0,74115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100215,NOISY_REFERENCE,MATCH,Reference formatting differs but records should match after normalization.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500215,BANK900215,49115.0,49115.0,49115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100216,MISSING_SETTLEMENT,EXCEPTION,No settlement record exists for successful payment.,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,,EXCEPTION,EXCEPTION,True,MISSING_SETTLEMENT,MISSING_SETTLEMENT,True
PAY100217,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500217,BANK900217,1185.84,1185.84,1185.84,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100218,PARTIAL_SETTLEMENT,EXCEPTION,Settlement amount is materially lower than expected net amount.,EXCEPTION,"Partial settlement detected. Expected ₹98820.00, received ₹34587.00.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500218,BANK900218,98820.0,34587.0,34587.0,False,,EXCEPTION,EXCEPTION,True,PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT,True
PAY100219,PARTIAL_SETTLEMENT,EXCEPTION,Settlement amount is materially lower than expected net amount.,EXCEPTION,"Partial settlement detected. Expected ₹24557.50, received ₹12278.75.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500219,BANK900219,24557.5,12278.75,12278.75,False,,EXCEPTION,EXCEPTION,True,PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT,True
PAY100220,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500220,BANK900220,2470.5,2470.5,2470.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100221,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500221,BANK900221,4941.0,4941.0,4941.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100222,SETTLEMENT_DELAY,EXCEPTION,Settlement occurred outside the configured settlement window.,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500222,BANK900222,24705.0,24705.0,24705.0,False,,EXCEPTION,EXCEPTION,True,SETTLEMENT_DELAY,SETTLEMENT_DELAY,True
PAY100223,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500223,BANK900223,2470.5,2470.5,2470.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100224,MISSING_SETTLEMENT,EXCEPTION,No settlement record exists for successful payment.,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,,EXCEPTION,EXCEPTION,True,MISSING_SETTLEMENT,MISSING_SETTLEMENT,True
PAY100225,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500225,BANK900225,1178.76,1178.76,1178.76,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100226,AMOUNT_MISMATCH,EXCEPTION,Settlement amount differs from expected net without a valid adjustment.,EXCEPTION,"Settlement amount mismatch. Expected ₹741.15, recorded ₹491.15.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500226,BANK900226,741.15,491.15,491.15,False,,EXCEPTION,EXCEPTION,True,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
PAY100227,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500227,BANK900227,49115.0,49115.0,49115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100228,FEE_TAX_DIFFERENCE,EXCEPTION,Settlement is lower than expected net after configured fee and tax.,EXCEPTION,"Settlement amount mismatch. Expected ₹2470.50, recorded ₹2420.50.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500228,BANK900228,2470.5,2420.5,2420.5,False,,EXCEPTION,EXCEPTION,True,FEE_TAX_DIFFERENCE,FEE_TAX_DIFFERENCE,True
PAY100229,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500229,BANK900229,736.73,736.73,736.73,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100230,PARTIAL_SETTLEMENT,EXCEPTION,Settlement amount is materially lower than expected net amount.,EXCEPTION,"Partial settlement detected. Expected ₹98230.00, received ₹49115.00.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500230,BANK900230,98230.0,49115.0,49115.0,False,,EXCEPTION,EXCEPTION,True,PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT,True
PAY100231,AMOUNT_MISMATCH,EXCEPTION,Settlement amount differs from expected net without a valid adjustment.,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹48410.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500231,BANK900231,49410.0,48410.0,48410.0,False,,EXCEPTION,EXCEPTION,True,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
PAY100232,DUPLICATE,EXCEPTION,Duplicate payment record.,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,,EXCEPTION,EXCEPTION,True,DUPLICATE,DUPLICATE,True
PAY100233,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500233,BANK900233,2470.5,2470.5,2470.5,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100234,DUPLICATE,EXCEPTION,Duplicate payment record.,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,,EXCEPTION,EXCEPTION,True,DUPLICATE,DUPLICATE,True
PAY100235,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500235,BANK900235,491.15,491.15,491.15,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100236,MISSING_SETTLEMENT,EXCEPTION,No settlement record exists for successful payment.,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,,EXCEPTION,EXCEPTION,True,MISSING_SETTLEMENT,MISSING_SETTLEMENT,True
PAY100237,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500237,BANK900237,98230.0,98230.0,98230.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100238,PARTIAL_SETTLEMENT,EXCEPTION,Settlement amount is materially lower than expected net amount.,EXCEPTION,"Partial settlement detected. Expected ₹494.10, received ₹296.46.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500238,BANK900238,494.1,296.46,296.46,False,,EXCEPTION,EXCEPTION,True,PARTIAL_SETTLEMENT,PARTIAL_SETTLEMENT,True
PAY100239,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500239,BANK900239,11858.4,11858.4,11858.4,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100240,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500240,BANK900240,49115.0,49115.0,49115.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100241,MISSING_BANK_CREDIT,EXCEPTION,Settlement exists but no bank credit exists.,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500241,,11858.4,11858.4,,False,,EXCEPTION,EXCEPTION,True,MISSING_BANK_CREDIT,MISSING_BANK_CREDIT,True
PAY100242,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500242,BANK900242,98820.0,98820.0,98820.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100243,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500243,BANK900243,98820.0,98820.0,98820.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100244,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500244,BANK900244,2455.75,2455.75,2455.75,False,,MATCH,MATCH,True,MATCH,MATCH,True
PAY100245,PERFECT_MATCH,MATCH,All sources reconcile within configured rules.,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500245,BANK900245,24705.0,24705.0,24705.0,False,,MATCH,MATCH,True,MATCH,MATCH,True
