payment_id,status,reason,confidence,state,payment_evidence,settlement_evidence,bank_evidence,match_method,settlement_id,bank_transaction_id,expected_net_amount,recorded_settlement_amount,bank_credit_amount,human_review_required,human_review_reason
PAY100264,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500264,BANK900264,741.15,741.15,741.15,False,
PAY100265,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500265,BANK900265,8399.7,8399.7,8399.7,False,
PAY100266,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500266,,24557.5,24557.5,,False,
PAY100267,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500267,BANK900267,98230.0,98230.0,98230.0,False,
PAY100268,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100269,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500269,,24557.5,24557.5,,False,
PAY100270,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500270,BANK900270,24705.0,24705.0,24705.0,False,
PAY100271,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500271,BANK900271,741.15,741.15,741.15,False,
PAY100272,EXCEPTION,"Settlement amount mismatch. Expected ₹741.15, recorded ₹641.15.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500272,BANK900272,741.15,641.15,641.15,False,
PAY100273,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500273,BANK900273,4911.5,4911.5,4911.5,False,
PAY100274,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100275,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500275,BANK900275,741.15,741.15,741.15,False,
PAY100276,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500276,BANK900276,8349.55,8349.55,8349.55,False,
PAY100277,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500277,BANK900277,2455.75,2455.75,2455.75,False,
PAY100278,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500278,BANK900278,24705.0,24705.0,24705.0,False,
PAY100279,EXCEPTION,"Settlement amount mismatch. Expected ₹8399.70, recorded ₹8299.70.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500279,BANK900279,8399.7,8299.7,8299.7,False,
PAY100280,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100281,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500281,BANK900281,2455.75,2455.75,2455.75,False,
PAY100282,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500282,BANK900282,73672.5,73672.5,73672.5,False,
PAY100283,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹49360.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500283,BANK900283,49410.0,49360.0,49360.0,False,
PAY100284,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100285,EXCEPTION,"Settlement amount mismatch. Expected ₹4941.00, recorded ₹4841.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500285,BANK900285,4941.0,4841.0,4841.0,False,
PAY100286,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹49360.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500286,BANK900286,49410.0,49360.0,49360.0,False,
PAY100287,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100288,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500288,BANK900288,736.73,736.73,736.73,False,
PAY100289,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500289,BANK900289,741.15,741.15,741.15,False,
PAY100290,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500290,BANK900290,1178.76,1178.76,1178.76,False,
PAY100291,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500291,BANK900291,98820.0,98820.0,98820.0,False,
PAY100292,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500292,BANK900292,494.1,494.1,494.1,False,
PAY100293,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500293,BANK900293,49410.0,49410.0,49410.0,False,
PAY100294,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200294,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100295,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500295,BANK900295,8349.55,8349.55,8349.55,False,
PAY100296,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500296,BANK900296,98820.0,98820.0,98820.0,False,
PAY100297,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200297,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100298,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100299,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500299,BANK900299,8349.55,8349.55,8349.55,False,
PAY100300,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500300,BANK900300,11858.4,11858.4,11858.4,False,
PAY100301,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500301,BANK900301,24557.5,24557.5,24557.5,False,
PAY100302,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500302,BANK900302,2470.5,2470.5,2470.5,False,
PAY100303,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100304,EXCEPTION,"Settlement amount mismatch. Expected ₹49410.00, recorded ₹49360.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500304,BANK900304,49410.0,49360.0,49360.0,False,
PAY100305,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500305,BANK900305,736.73,736.73,736.73,False,
PAY100306,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500306,BANK900306,74115.0,74115.0,74115.0,False,
PAY100307,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500307,BANK900307,74115.0,74115.0,74115.0,False,
PAY100308,EXCEPTION,"Settlement amount mismatch. Expected ₹98820.00, recorded ₹98570.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500308,BANK900308,98820.0,98570.0,98570.0,False,
PAY100309,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500309,BANK900309,8399.7,8399.7,8399.7,False,
PAY100310,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500310,BANK900310,11787.6,11787.6,11787.6,False,
PAY100311,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500311,BANK900311,8349.55,8349.55,8349.55,False,
PAY100312,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500312,BANK900312,98820.0,98820.0,98820.0,False,
PAY100313,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500313,BANK900313,24557.5,24557.5,24557.5,False,
PAY100314,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100315,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500315,BANK900315,494.1,494.1,494.1,False,
PAY100316,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500316,,1185.84,1185.84,,False,
PAY100317,EXCEPTION,"Settlement amount mismatch. Expected ₹736.73, recorded ₹636.73.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500317,BANK900317,736.73,636.73,636.73,False,
PAY100318,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500318,BANK900318,741.15,741.15,741.15,False,
PAY100319,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500319,BANK900319,24705.0,24705.0,24705.0,False,
PAY100320,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500320,BANK900320,11858.4,11858.4,11858.4,False,
PAY100321,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500321,BANK900321,1185.84,1185.84,1185.84,False,
PAY100322,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500322,BANK900322,1178.76,1178.76,1178.76,False,
PAY100323,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200323,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100324,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500324,BANK900324,1185.84,1185.84,1185.84,False,
PAY100325,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500325,BANK900325,73672.5,73672.5,73672.5,False,
PAY100326,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500326,BANK900326,11787.6,11787.6,11787.6,False,
PAY100327,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500327,BANK900327,98820.0,98820.0,98820.0,False,
PAY100328,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200328,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100329,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.
PAY100330,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500330,BANK900330,11787.6,11787.6,11787.6,False,
PAY100331,EXCEPTION,"Settlement amount mismatch. Expected ₹4941.00, recorded ₹4841.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500331,BANK900331,4941.0,4841.0,4841.0,False,
PAY100332,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500332,,98820.0,98820.0,,False,
PAY100333,EXCEPTION,"Partial settlement detected. Expected ₹494.10, received ₹247.05.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500333,BANK900333,494.1,247.05,247.05,False,
PAY100334,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500334,BANK900334,1185.84,1185.84,1185.84,False,
PAY100335,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500335,BANK900335,4941.0,4941.0,4941.0,False,
PAY100336,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500336,BANK900336,4941.0,4941.0,4941.0,False,
PAY100337,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500337,BANK900337,491.15,491.15,491.15,False,
PAY100338,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500338,BANK900338,74115.0,74115.0,74115.0,False,
PAY100339,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500339,BANK900339,494.1,494.1,494.1,False,
PAY100340,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500340,,494.1,494.1,,False,
PAY100341,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500341,BANK900341,8349.55,8349.55,8349.55,False,
PAY100342,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500342,BANK900342,494.1,494.1,494.1,False,
PAY100343,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500343,BANK900343,4911.5,4911.5,4911.5,False,
PAY100344,EXCEPTION,"Settlement amount mismatch. Expected ₹4941.00, recorded ₹4841.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500344,BANK900344,4941.0,4841.0,4841.0,False,
PAY100345,EXCEPTION,"Partial settlement detected. Expected ₹2470.50, received ₹970.50.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500345,BANK900345,2470.5,970.5,970.5,False,
PAY100346,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500346,BANK900346,491.15,491.15,491.15,False,
PAY100347,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200347,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100348,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500348,BANK900348,8349.55,8349.55,8349.55,False,
PAY100349,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500349,BANK900349,11858.4,11858.4,11858.4,False,
PAY100350,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500350,BANK900350,8349.55,8349.55,8349.55,False,
PAY100351,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500351,BANK900351,1185.84,1185.84,1185.84,False,
PAY100352,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500352,BANK900352,741.15,741.15,741.15,False,
PAY100353,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500353,BANK900353,741.15,741.15,741.15,False,
PAY100354,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500354,BANK900354,1185.84,1185.84,1185.84,False,
PAY100355,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500355,,4941.0,4941.0,,False,
PAY100356,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY200356,EXCEPTION,Duplicate payment record detected.,0.99,FINAL,AVAILABLE,UNKNOWN,UNKNOWN,DUPLICATE_DETECTION,,,,,,False,
PAY100357,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500357,BANK900357,1185.84,1185.84,1185.84,False,
PAY100358,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500358,BANK900358,741.15,741.15,741.15,False,
PAY100359,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500359,BANK900359,8399.7,8399.7,8399.7,False,
PAY100360,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500360,BANK900360,11787.6,11787.6,11787.6,False,
PAY100361,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500361,BANK900361,4911.5,4911.5,4911.5,False,
PAY100362,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500362,BANK900362,49115.0,49115.0,49115.0,False,
PAY100363,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500363,BANK900363,49410.0,49410.0,49410.0,False,
PAY100364,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500364,BANK900364,74115.0,74115.0,74115.0,False,
PAY100365,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500365,BANK900365,491.15,491.15,491.15,False,
PAY100366,EXCEPTION,"Partial settlement detected. Expected ₹2470.50, received ₹1235.25.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500366,BANK900366,2470.5,1235.25,1235.25,False,
PAY100367,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500367,BANK900367,8399.7,8399.7,8399.7,False,
PAY100368,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500368,BANK900368,8399.7,8399.7,8399.7,False,
PAY100369,EXCEPTION,"Settlement amount mismatch. Expected ₹24705.00, recorded ₹24655.00.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500369,BANK900369,24705.0,24655.0,24655.0,False,
PAY100370,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500370,BANK900370,8399.7,8399.7,8399.7,False,
PAY100371,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500371,BANK900371,74115.0,74115.0,74115.0,False,
PAY100372,EXCEPTION,"Settlement amount mismatch. Expected ₹11858.40, recorded ₹11708.40.",0.9,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500372,BANK900372,11858.4,11708.4,11708.4,False,
PAY100373,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100374,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500374,,1178.76,1178.76,,False,
PAY100375,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100376,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500376,BANK900376,74115.0,74115.0,74115.0,False,
PAY100377,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500377,BANK900377,2455.75,2455.75,2455.75,False,
PAY100378,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500378,BANK900378,2470.5,2470.5,2470.5,False,
PAY100379,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500379,BANK900379,11858.4,11858.4,11858.4,False,
PAY100380,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500380,BANK900380,24705.0,24705.0,24705.0,False,
PAY100381,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500381,BANK900381,4941.0,4941.0,4941.0,False,
PAY100382,EXCEPTION,"Partial settlement detected. Expected ₹1185.84, received ₹-1314.16.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500382,BANK900382,1185.84,-1314.16,-1314.16,False,
PAY100383,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500383,BANK900383,73672.5,73672.5,73672.5,False,
PAY100384,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500384,BANK900384,49410.0,49410.0,49410.0,False,
PAY100385,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500385,BANK900385,11858.4,11858.4,11858.4,False,
PAY100386,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100387,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500387,BANK900387,98230.0,98230.0,98230.0,False,
PAY100388,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500388,BANK900388,4941.0,4941.0,4941.0,False,
PAY100389,EXCEPTION,No corresponding settlement record was found for the payment.,0.98,FINAL,AVAILABLE,NOT_FOUND,UNKNOWN,NO_SETTLEMENT,,,,,,False,
PAY100390,UNRESOLVED,Multiple settlement candidates found. Unique reconciliation cannot be established.,0.6,HUMAN_REVIEW,AVAILABLE,MULTIPLE_CANDIDATES,UNKNOWN,NONE,,,,,,True,Multiple possible settlement records require manual verification.
PAY100391,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500391,BANK900391,2470.5,2470.5,2470.5,False,
PAY100392,EXCEPTION,Settlement occurred outside the configured settlement window.,0.97,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500392,BANK900392,24705.0,24705.0,24705.0,False,
PAY100393,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500393,BANK900393,49410.0,49410.0,49410.0,False,
PAY100394,EXCEPTION,Settlement exists but bank credit was not found.,0.95,FINAL,AVAILABLE,FOUND,NOT_FOUND,PAYMENT_ID,SET500394,,2470.5,2470.5,,False,
PAY100395,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500395,BANK900395,1185.84,1185.84,1185.84,False,
PAY100396,EXCEPTION,"Partial settlement detected. Expected ₹8349.55, received ₹4174.77.",0.98,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500396,BANK900396,8349.55,4174.77,4174.77,False,
PAY100397,MATCHED,"Payment, settlement, and bank records reconcile within configured rules.",0.99,FINAL,AVAILABLE,FOUND,FOUND,PAYMENT_ID,SET500397,BANK900397,1185.84,1185.84,1185.84,False,
